#const numOfAtoms = 120.
atoms(1..120).
clauses(1..498).
neg(1,46).neg(1,3).pos(1,26).
neg(59,114).neg(59,45).neg(59,21).
neg(60,81).neg(60,68).neg(60,42).
neg(61,50).neg(61,32).pos(61,91).
neg(62,108).neg(62,87).pos(62,44).
neg(63,43).pos(63,58).pos(63,82).
neg(64,112).pos(64,20).pos(64,55).
neg(65,102).neg(65,51).neg(65,30).
neg(66,104).neg(66,8).pos(66,107).
neg(67,28).pos(67,33).pos(67,73).
neg(68,94).neg(68,61).pos(68,85).
neg(69,110).neg(69,72).neg(69,38).
neg(70,56).pos(70,29).pos(70,77).
pos(71,63).pos(71,85).pos(71,119).
neg(72,96).neg(72,48).pos(72,90).
neg(73,70).neg(73,47).pos(73,64).
neg(74,31).pos(74,42).pos(74,109).
neg(75,79).neg(75,6).pos(75,73).
pos(76,8).pos(76,23).pos(76,105).
neg(77,8).neg(77,6).pos(77,22).
neg(78,16).neg(78,8).pos(78,40).
neg(79,19).pos(79,61).pos(79,105).
neg(80,107).neg(80,89).pos(80,78).
neg(81,112).neg(81,11).pos(81,101).
neg(82,87).pos(82,28).pos(82,66).
neg(83,51).neg(83,26).pos(83,5).
neg(84,28).neg(84,25).pos(84,90).
neg(85,112).neg(85,98).pos(85,5).
neg(86,49).neg(86,46).neg(86,15).
pos(87,34).pos(87,83).pos(87,109).
neg(88,67).neg(88,38).pos(88,75).
pos(89,80).pos(89,97).pos(89,114).
neg(90,74).pos(90,68).pos(90,96).
neg(91,91).pos(91,12).pos(91,81).
neg(92,106).neg(92,11).pos(92,65).
neg(93,69).neg(93,45).pos(93,97).
neg(94,21).pos(94,108).pos(94,119).
neg(95,73).pos(95,27).pos(95,96).
neg(96,58).neg(96,49).pos(96,12).
neg(97,119).neg(97,71).neg(97,35).
neg(98,17).pos(98,87).pos(98,116).
neg(99,54).neg(99,9).pos(99,108).
neg(100,90).neg(100,22).pos(100,13).
neg(101,116).pos(101,18).pos(101,91).
neg(102,92).neg(102,53).pos(102,41).
neg(103,115).neg(103,103).neg(103,74).
neg(104,20).neg(104,17).pos(104,108).
neg(105,14).pos(105,37).pos(105,114).
neg(106,118).neg(106,11).pos(106,6).
neg(107,96).pos(107,100).pos(107,101).
neg(108,98).neg(108,71).neg(108,33).
neg(109,32).pos(109,19).pos(109,99).
neg(110,102).neg(110,79).pos(110,40).
neg(111,120).neg(111,83).neg(111,58).
neg(112,88).pos(112,35).pos(112,83).
neg(113,85).neg(113,70).pos(113,21).
pos(114,22).pos(114,25).pos(114,77).
neg(115,64).neg(115,12).pos(115,69).
neg(116,119).neg(116,42).pos(116,43).
neg(117,93).neg(117,36).pos(117,1).
neg(118,83).neg(118,64).pos(118,24).
neg(119,47).neg(119,20).pos(119,5).
pos(120,43).pos(120,74).pos(120,115).
neg(121,53).pos(121,91).pos(121,93).
neg(122,81).neg(122,52).pos(122,76).
neg(123,57).neg(123,17).pos(123,87).
neg(124,107).neg(124,48).pos(124,51).
pos(125,69).pos(125,88).pos(125,104).
neg(126,14).pos(126,95).pos(126,109).
neg(127,69).neg(127,14).neg(127,7).
neg(128,42).neg(128,13).pos(128,40).
neg(129,6).pos(129,55).pos(129,116).
neg(130,92).pos(130,41).pos(130,93).
neg(131,100).pos(131,38).pos(131,68).
pos(132,19).pos(132,66).pos(132,103).
neg(133,91).pos(133,35).pos(133,72).
neg(134,56).pos(134,11).pos(134,93).
neg(135,67).pos(135,21).pos(135,23).
neg(136,94).pos(136,31).pos(136,40).
neg(137,113).neg(137,65).neg(137,15).
neg(138,14).pos(138,29).pos(138,38).
neg(139,112).neg(139,49).neg(139,10).
neg(140,63).neg(140,12).pos(140,11).
neg(141,120).pos(141,35).pos(141,102).
pos(142,19).pos(142,60).pos(142,103).
neg(143,72).neg(143,37).neg(143,29).
neg(144,90).neg(144,12).pos(144,113).
neg(145,27).neg(145,19).pos(145,11).
neg(146,95).pos(146,22).pos(146,114).
neg(147,52).neg(147,43).pos(147,23).
neg(148,74).pos(148,77).pos(148,80).
pos(149,25).pos(149,30).pos(149,99).
neg(150,99).pos(150,86).pos(150,108).
neg(151,114).neg(151,70).pos(151,61).
neg(152,12).pos(152,55).pos(152,113).
neg(153,109).neg(153,75).pos(153,71).
neg(154,88).neg(154,30).pos(154,114).
neg(155,67).neg(155,3).pos(155,36).
neg(156,18).pos(156,55).pos(156,94).
neg(157,113).neg(157,100).pos(157,60).
neg(158,53).neg(158,23).pos(158,94).
neg(159,110).pos(159,119).pos(159,120).
pos(160,48).pos(160,76).pos(160,100).
neg(161,104).pos(161,3).pos(161,31).
neg(162,103).neg(162,89).neg(162,24).
neg(163,120).neg(163,97).pos(163,81).
neg(164,117).neg(164,95).neg(164,16).
neg(165,90).pos(165,19).pos(165,47).
neg(166,21).pos(166,24).pos(166,37).
neg(167,68).neg(167,48).pos(167,30).
neg(168,111).neg(168,80).neg(168,54).
neg(169,35).neg(169,20).neg(169,3).
neg(170,116).neg(170,75).pos(170,11).
neg(171,30).neg(171,22).pos(171,120).
neg(172,94).neg(172,13).neg(172,9).
neg(173,120).neg(173,33).neg(173,15).
neg(174,58).neg(174,1).pos(174,36).
neg(175,113).neg(175,12).pos(175,88).
neg(176,71).pos(176,53).pos(176,109).
pos(177,3).pos(177,68).pos(177,82).
neg(178,100).pos(178,20).pos(178,41).
neg(179,47).pos(179,16).pos(179,108).
neg(180,78).neg(180,54).pos(180,114).
neg(181,45).neg(181,2).pos(181,40).
neg(182,103).neg(182,63).neg(182,23).
neg(183,3).pos(183,70).pos(183,119).
neg(184,105).neg(184,75).neg(184,57).
pos(185,52).pos(185,56).pos(185,58).
neg(186,1).pos(186,82).pos(186,96).
neg(187,19).pos(187,85).pos(187,117).
pos(188,42).pos(188,79).pos(188,85).
neg(189,39).neg(189,8).pos(189,59).
neg(190,45).pos(190,81).pos(190,94).
pos(191,21).pos(191,38).pos(191,50).
neg(192,115).neg(192,74).neg(192,65).
pos(193,81).pos(193,94).pos(193,120).
neg(194,111).neg(194,79).neg(194,18).
neg(195,120).pos(195,98).pos(195,109).
neg(196,114).pos(196,28).pos(196,33).
neg(197,106).pos(197,1).pos(197,103).
neg(198,79).neg(198,12).pos(198,117).
neg(199,32).pos(199,13).pos(199,24).
neg(200,89).neg(200,88).pos(200,103).
neg(201,99).pos(201,40).pos(201,59).
neg(202,79).neg(202,77).pos(202,8).
neg(203,52).pos(203,75).pos(203,117).
neg(204,117).neg(204,112).neg(204,90).
neg(205,104).neg(205,65).pos(205,45).
neg(206,44).pos(206,6).pos(206,97).
neg(207,107).pos(207,42).pos(207,67).
neg(208,59).neg(208,55).pos(208,92).
neg(209,120).neg(209,18).pos(209,48).
neg(210,117).neg(210,108).pos(210,54).
neg(211,37).neg(211,2).pos(211,78).
neg(212,118).pos(212,63).pos(212,113).
neg(213,56).neg(213,21).pos(213,4).
neg(214,105).pos(214,20).pos(214,21).
neg(215,88).pos(215,64).pos(215,97).
neg(216,33).neg(216,29).pos(216,86).
neg(217,56).neg(217,27).pos(217,18).
neg(218,1).pos(218,48).pos(218,86).
neg(219,53).pos(219,12).pos(219,76).
neg(220,24).neg(220,1).pos(220,112).
neg(221,9).pos(221,7).pos(221,35).
neg(222,85).neg(222,3).pos(222,113).
neg(223,32).neg(223,8).pos(223,99).
neg(224,54).neg(224,48).pos(224,6).
neg(225,102).neg(225,91).neg(225,88).
pos(226,5).pos(226,46).pos(226,71).
neg(227,47).pos(227,112).pos(227,118).
neg(228,26).pos(228,37).pos(228,88).
neg(229,30).pos(229,49).pos(229,113).
neg(230,114).neg(230,6).pos(230,55).
neg(231,115).neg(231,104).neg(231,2).
neg(232,95).pos(232,43).pos(232,51).
neg(233,104).pos(233,71).pos(233,98).
neg(234,84).pos(234,65).pos(234,85).
neg(235,106).neg(235,7).pos(235,10).
neg(236,94).neg(236,29).pos(236,97).
neg(237,93).pos(237,12).pos(237,60).
neg(238,106).pos(238,6).pos(238,35).
neg(239,94).neg(239,86).neg(239,47).
neg(240,82).neg(240,39).pos(240,105).
neg(241,56).neg(241,1).pos(241,77).
neg(242,84).pos(242,53).pos(242,113).
neg(243,77).pos(243,22).pos(243,117).
neg(244,72).neg(244,30).pos(244,71).
neg(245,97).pos(245,11).pos(245,103).
neg(246,99).neg(246,28).pos(246,82).
neg(247,100).pos(247,27).pos(247,54).
neg(248,115).neg(248,41).pos(248,37).
neg(249,92).pos(249,22).pos(249,58).
neg(250,35).neg(250,11).pos(250,10).
neg(251,107).neg(251,86).pos(251,119).
neg(252,108).neg(252,32).neg(252,9).
neg(253,110).neg(253,102).neg(253,35).
neg(254,103).neg(254,66).pos(254,73).
pos(255,35).pos(255,73).pos(255,83).
neg(256,34).pos(256,86).pos(256,100).
pos(257,27).pos(257,73).pos(257,98).
neg(258,7).pos(258,51).pos(258,62).
neg(259,98).neg(259,88).neg(259,64).
neg(260,78).pos(260,26).pos(260,117).
pos(261,77).pos(261,85).pos(261,89).
neg(262,77).neg(262,32).neg(262,23).
neg(263,31).pos(263,77).pos(263,93).
neg(264,76).neg(264,61).pos(264,46).
neg(265,89).pos(265,80).pos(265,97).
neg(266,119).neg(266,103).pos(266,9).
neg(267,95).neg(267,85).neg(267,77).
neg(268,63).neg(268,42).pos(268,38).
neg(269,110).neg(269,90).neg(269,56).
neg(270,12).pos(270,42).pos(270,87).
pos(271,51).pos(271,65).pos(271,77).
neg(272,97).neg(272,91).pos(272,47).
pos(273,29).pos(273,46).pos(273,54).
neg(274,59).pos(274,37).pos(274,73).
pos(275,19).pos(275,56).pos(275,87).
neg(276,93).pos(276,17).pos(276,113).
pos(277,21).pos(277,29).pos(277,40).
neg(278,86).neg(278,3).pos(278,116).
neg(279,37).pos(279,55).pos(279,65).
neg(280,60).neg(280,15).pos(280,100).
pos(281,30).pos(281,32).pos(281,64).
neg(282,101).pos(282,24).pos(282,54).
pos(283,13).pos(283,54).pos(283,81).
neg(284,90).neg(284,72).pos(284,99).
pos(285,10).pos(285,46).pos(285,60).
neg(286,67).neg(286,56).pos(286,20).
neg(287,83).pos(287,105).pos(287,120).
pos(288,2).pos(288,97).pos(288,105).
neg(289,95).neg(289,57).neg(289,5).
neg(290,96).pos(290,1).pos(290,95).
neg(291,70).pos(291,50).pos(291,117).
neg(292,111).neg(292,42).pos(292,101).
neg(293,113).neg(293,43).pos(293,74).
neg(294,71).pos(294,36).pos(294,69).
neg(295,30).pos(295,36).pos(295,63).
neg(296,98).pos(296,46).pos(296,79).
neg(297,33).pos(297,31).pos(297,83).
neg(298,20).pos(298,58).pos(298,75).
neg(299,72).pos(299,53).pos(299,60).
neg(300,67).neg(300,21).neg(300,3).
pos(301,21).pos(301,57).pos(301,87).
neg(302,49).pos(302,14).pos(302,97).
neg(303,117).neg(303,22).pos(303,80).
neg(304,33).pos(304,22).pos(304,58).
neg(305,95).neg(305,65).pos(305,86).
neg(306,25).pos(306,91).pos(306,94).
neg(307,1).pos(307,44).pos(307,77).
neg(308,9).pos(308,15).pos(308,107).
neg(309,29).neg(309,18).pos(309,85).
neg(310,94).neg(310,73).neg(310,37).
pos(311,48).pos(311,67).pos(311,116).
neg(312,116).neg(312,22).pos(312,100).
neg(313,20).pos(313,1).pos(313,107).
neg(314,117).neg(314,79).pos(314,19).
neg(315,116).pos(315,48).pos(315,58).
pos(316,53).pos(316,68).pos(316,88).
neg(317,27).pos(317,35).pos(317,65).
neg(318,42).pos(318,31).pos(318,85).
neg(319,96).neg(319,74).pos(319,98).
neg(320,31).neg(320,27).neg(320,16).
pos(321,13).pos(321,44).pos(321,47).
neg(322,27).pos(322,24).pos(322,107).
pos(323,47).pos(323,97).pos(323,102).
neg(324,87).pos(324,3).pos(324,45).
neg(325,116).pos(325,63).pos(325,117).
neg(326,25).neg(326,3).pos(326,73).
pos(327,4).pos(327,31).pos(327,61).
neg(328,33).neg(328,22).pos(328,37).
neg(329,36).pos(329,72).pos(329,113).
neg(330,80).neg(330,14).pos(330,79).
neg(331,107).neg(331,41).pos(331,62).
neg(332,76).pos(332,108).pos(332,110).
pos(333,16).pos(333,109).pos(333,111).
neg(334,70).pos(334,6).pos(334,49).
neg(335,33).neg(335,8).pos(335,51).
neg(336,85).neg(336,83).pos(336,86).
neg(337,102).pos(337,13).pos(337,50).
pos(338,28).pos(338,47).pos(338,72).
neg(339,92).neg(339,86).neg(339,7).
neg(340,89).neg(340,75).neg(340,62).
pos(341,6).pos(341,49).pos(341,110).
neg(342,3).pos(342,52).pos(342,120).
neg(343,50).neg(343,5).pos(343,38).
neg(344,86).neg(344,77).neg(344,34).
neg(345,71).neg(345,9).pos(345,27).
neg(346,102).neg(346,31).pos(346,99).
neg(347,94).pos(347,29).pos(347,74).
neg(348,77).neg(348,74).neg(348,20).
neg(349,102).neg(349,93).neg(349,13).
pos(350,15).pos(350,82).pos(350,120).
neg(351,100).neg(351,23).neg(351,22).
neg(352,47).pos(352,72).pos(352,95).
neg(353,81).neg(353,50).pos(353,110).
neg(354,102).neg(354,11).pos(354,46).
neg(355,85).neg(355,15).pos(355,30).
neg(356,53).pos(356,41).pos(356,78).
pos(357,7).pos(357,31).pos(357,104).
neg(358,110).neg(358,89).pos(358,61).
neg(359,59).neg(359,43).pos(359,47).
neg(360,59).pos(360,24).pos(360,77).
neg(361,44).pos(361,59).pos(361,95).
neg(362,113).neg(362,102).pos(362,76).
pos(363,17).pos(363,30).pos(363,118).
neg(364,108).neg(364,67).pos(364,45).
pos(365,58).pos(365,66).pos(365,68).
neg(366,44).pos(366,64).pos(366,80).
neg(367,119).pos(367,33).pos(367,77).
neg(368,120).neg(368,103).pos(368,67).
neg(369,118).pos(369,12).pos(369,63).
neg(370,74).neg(370,43).pos(370,86).
neg(371,18).pos(371,47).pos(371,115).
neg(372,76).pos(372,16).pos(372,44).
neg(373,18).pos(373,68).pos(373,95).
neg(374,106).neg(374,26).pos(374,107).
neg(375,23).pos(375,64).pos(375,110).
neg(376,34).pos(376,66).pos(376,86).
neg(377,65).pos(377,66).pos(377,83).
pos(378,5).pos(378,117).pos(378,119).
neg(379,75).neg(379,51).pos(379,79).
pos(380,27).pos(380,57).pos(380,101).
neg(381,102).pos(381,55).pos(381,92).
neg(382,54).pos(382,80).pos(382,113).
neg(383,115).pos(383,82).pos(383,116).
neg(384,33).pos(384,26).pos(384,50).
neg(385,108).neg(385,8).pos(385,59).
neg(386,20).neg(386,12).pos(386,103).
neg(387,74).neg(387,47).pos(387,25).
neg(388,9).pos(388,39).pos(388,68).
neg(389,87).pos(389,92).pos(389,113).
neg(390,42).neg(390,32).pos(390,16).
neg(391,118).neg(391,5).pos(391,40).
pos(392,38).pos(392,70).pos(392,119).
neg(393,58).pos(393,4).pos(393,64).
neg(394,42).pos(394,72).pos(394,81).
neg(395,98).neg(395,30).pos(395,105).
pos(396,53).pos(396,68).pos(396,99).
neg(397,100).neg(397,73).pos(397,93).
neg(398,12).pos(398,18).pos(398,33).
neg(399,101).neg(399,17).pos(399,53).
neg(400,4).pos(400,25).pos(400,33).
neg(401,106).neg(401,99).pos(401,64).
pos(402,11).pos(402,25).pos(402,44).
pos(403,14).pos(403,47).pos(403,116).
neg(404,46).pos(404,101).pos(404,111).
pos(405,13).pos(405,14).pos(405,94).
neg(406,45).pos(406,44).pos(406,104).
neg(407,68).neg(407,47).neg(407,27).
neg(408,51).pos(408,9).pos(408,87).
neg(409,69).pos(409,35).pos(409,61).
neg(410,5).pos(410,98).pos(410,100).
neg(411,87).neg(411,16).pos(411,71).
neg(412,45).neg(412,7).pos(412,87).
neg(413,88).pos(413,71).pos(413,81).
neg(414,52).neg(414,26).neg(414,11).
neg(415,98).neg(415,89).pos(415,6).
neg(416,99).neg(416,91).neg(416,87).
neg(417,72).pos(417,4).pos(417,14).
neg(418,63).pos(418,45).pos(418,76).
neg(419,98).neg(419,44).pos(419,77).
neg(420,68).pos(420,28).pos(420,88).
neg(421,82).pos(421,45).pos(421,115).
neg(422,84).neg(422,6).pos(422,2).
neg(423,38).pos(423,37).pos(423,111).
neg(424,97).pos(424,72).pos(424,119).
neg(425,98).neg(425,78).pos(425,113).
neg(426,89).neg(426,60).pos(426,74).
neg(427,65).neg(427,61).pos(427,108).
pos(428,9).pos(428,31).pos(428,78).
neg(429,89).neg(429,83).neg(429,58).
neg(430,89).neg(430,88).neg(430,9).
neg(431,37).pos(431,69).pos(431,92).
neg(432,69).pos(432,18).pos(432,109).
pos(433,12).pos(433,28).pos(433,89).
neg(434,46).pos(434,36).pos(434,66).
neg(435,86).pos(435,95).pos(435,100).
neg(436,93).neg(436,20).pos(436,34).
neg(437,69).pos(437,71).pos(437,86).
neg(438,120).pos(438,35).pos(438,98).
neg(439,55).neg(439,43).pos(439,16).
neg(440,80).neg(440,27).pos(440,46).
pos(441,10).pos(441,102).pos(441,105).
neg(442,98).pos(442,11).pos(442,21).
neg(443,67).pos(443,57).pos(443,71).
neg(444,85).pos(444,22).pos(444,88).
neg(445,46).pos(445,6).pos(445,30).
neg(446,84).pos(446,92).pos(446,113).
neg(447,113).pos(447,52).pos(447,112).
neg(448,68).neg(448,4).pos(448,71).
pos(449,50).pos(449,81).pos(449,85).
neg(450,40).pos(450,73).pos(450,113).
neg(451,68).neg(451,52).pos(451,43).
neg(452,120).neg(452,41).pos(452,51).
neg(453,101).neg(453,100).neg(453,70).
neg(454,83).neg(454,13).pos(454,44).
neg(455,75).neg(455,41).pos(455,16).
neg(456,52).neg(456,45).pos(456,65).
pos(457,86).pos(457,90).pos(457,95).
neg(458,103).neg(458,71).neg(458,62).
neg(459,79).neg(459,78).pos(459,2).
neg(460,73).neg(460,40).pos(460,43).
neg(461,63).pos(461,55).pos(461,78).
neg(462,74).neg(462,27).pos(462,114).
neg(463,46).pos(463,15).pos(463,90).
neg(464,95).neg(464,22).neg(464,6).
neg(465,90).neg(465,63).pos(465,52).
neg(466,74).pos(466,22).pos(466,62).
pos(467,16).pos(467,83).pos(467,113).
neg(468,95).neg(468,49).pos(468,81).
neg(469,9).pos(469,7).pos(469,92).
neg(470,75).neg(470,40).pos(470,21).
neg(471,27).pos(471,61).pos(471,62).
neg(472,48).neg(472,4).pos(472,42).
neg(473,50).neg(473,23).pos(473,106).
neg(474,74).neg(474,58).neg(474,37).
neg(475,74).neg(475,69).pos(475,112).
neg(476,94).neg(476,82).pos(476,111).
neg(477,91).pos(477,35).pos(477,86).
neg(478,120).pos(478,20).pos(478,119).
pos(479,52).pos(479,59).pos(479,88).
pos(480,107).pos(480,108).pos(480,114).
pos(481,64).pos(481,110).pos(481,114).
neg(482,113).pos(482,6).pos(482,53).
neg(483,109).neg(483,72).neg(483,42).
neg(484,50).neg(484,48).pos(484,30).
neg(485,45).neg(485,18).pos(485,17).
neg(486,34).pos(486,3).pos(486,27).
neg(487,74).neg(487,12).pos(487,3).
neg(488,119).neg(488,16).pos(488,45).
neg(489,77).neg(489,3).pos(489,58).
neg(490,109).neg(490,74).pos(490,16).
neg(491,86).pos(491,90).pos(491,101).
neg(492,18).pos(492,47).pos(492,70).
neg(493,12).pos(493,103).pos(493,117).
neg(494,7).pos(494,39).pos(494,44).
neg(495,91).neg(495,38).neg(495,7).
neg(496,40).neg(496,19).pos(496,63).
neg(497,19).pos(497,62).pos(497,116).
neg(498,97).pos(498,50).pos(498,111).
